ESTACION,MES,HORA,VEL
Estacion3,8,1,0.7952928870292886
Estacion3,8,2,0.7647549530761223
Estacion3,8,3,0.7774364406779668
Estacion3,8,4,0.7521008403361347
Estacion3,8,5,0.7796074154852773
Estacion3,8,6,0.7807112068965519
Estacion3,8,7,0.7752653927813179
Estacion3,8,8,0.9272921108741998
Estacion3,8,9,1.1496760259179284
Estacion3,8,10,1.5230769230769232
Estacion3,8,11,1.6573221757322156
Estacion3,8,12,1.9222792607802857
Estacion3,8,13,2.0484567901234545
Estacion3,8,14,1.9740061162079516
Estacion3,8,15,1.884095634095634
Estacion3,8,16,1.7143308746048471
Estacion3,8,17,1.438883034773444
Estacion3,8,18,1.2326018808777444
Estacion3,8,19,1.1849300322927876
Estacion3,8,20,0.9920969441517394
Estacion3,8,21,0.9563917525773202
Estacion3,8,22,0.9033057851239665
Estacion3,8,23,0.8727948990435709
Estacion3,9,0,0.8389873417721523
Estacion3,9,1,0.811586901763224
Estacion3,9,2,0.7896419437340165
Estacion3,9,3,0.8026819923371644
Estacion3,9,4,0.7309644670050763
Estacion3,9,5,0.7564705882352939
Estacion3,9,6,0.7001315789473684
Estacion3,9,7,0.7765319426336371
Estacion3,9,8,0.9566750629722922
Estacion3,9,9,1.1994743758212858
Estacion3,9,10,1.5543147208121804
Estacion3,9,11,1.815323645970937
Estacion3,9,12,2.101799485861183
Estacion3,9,13,2.280426599749061
Estacion3,9,14,2.1599999999999984
Estacion3,9,15,2.1078406169665813
Estacion3,9,16,1.762451108213822
Estacion3,9,17,1.471338383838384
Estacion3,9,18,1.2700865265760202
Estacion3,9,19,1.17388535031847
Estacion3,9,20,0.9955585464333778
Estacion3,9,21,0.9926023778071343
Estacion3,9,22,0.9031209362808849
Estacion3,9,23,0.8447196870925686
Estacion3,10,0,0.8237752161383279
Estacion3,10,1,0.7826647564469913
Estacion3,10,2,0.7962318840579716
Estacion3,10,3,0.7663817663817664
Estacion3,10,4,0.7759312320916912
Estacion3,10,5,0.7426111908177896
Estacion3,10,6,0.7097457627118646
Estacion3,10,7,0.7625356125356128
Estacion3,10,8,0.9944915254237283
Estacion3,10,9,1.2853494623655917
Estacion3,10,10,1.7009485094850962
Estacion3,10,11,2.0225490196078413
Estacion3,10,12,2.2093663911845707
Estacion3,10,13,2.403375527426162
Estacion3,10,14,2.3758041958041933
Estacion3,10,15,2.2365277777777774
Estacion3,10,16,1.983057851239671
Estacion3,10,17,1.5253443526170793
Estacion3,10,18,1.3068150208623093
Estacion3,10,19,1.1640350877192989
Estacion3,10,20,1.024324324324325
Estacion3,10,21,0.963543191800879
Estacion3,10,22,0.9008645533141224
Estacion3,10,23,0.842459736456809
Estacion3,11,0,0.8186956521739135
Estacion3,11,1,0.7871016691957505
Estacion3,11,2,0.7678466076696165
Estacion3,11,3,0.7315789473684216
Estacion3,11,4,0.7152394775036283
Estacion3,11,5,0.7077485380116966
Estacion3,11,6,0.7256186317321703
Estacion3,11,7,0.856451612903226
Estacion3,11,8,1.0427113702623905
Estacion3,11,9,1.355982274741505
Estacion3,11,10,1.6918367346938765
Estacion3,11,11,2.172047832585948
Estacion3,11,12,2.4422619047619056
Estacion3,11,13,2.504572271386428
Estacion3,11,14,2.5495535714285706
Estacion3,11,15,2.245757575757572
Estacion3,11,16,2.015643274853799
Estacion3,11,17,1.6212643678160927
Estacion3,11,18,1.3593220338983047
Estacion3,11,19,1.2028273809523797
Estacion3,11,20,1.0707575757575758
Estacion3,11,21,1.0027272727272716
Estacion3,11,22,0.8611030478955002
Estacion3,11,23,0.8250359712230207
Estacion3,12,0,0.7464190981432358
Estacion3,12,1,0.7439688715953311
Estacion3,12,2,0.715858453473133
Estacion3,12,3,0.7243101182654406
Estacion3,12,4,0.7135240572171647
Estacion3,12,5,0.7012853470437026
Estacion3,12,6,0.6678160919540234
Estacion3,12,7,0.7789133247089253
Estacion3,12,8,1.0165775401069503
Estacion3,12,9,1.408423913043479
Estacion3,12,10,1.7167346938775503
Estacion3,12,11,2.152785145888594
Estacion3,12,12,2.5163001293661034
Estacion3,12,13,2.6479578392621885
Estacion3,12,14,2.7516666666666665
Estacion3,12,15,2.4981258366800527
Estacion3,12,16,2.25051413881748
Estacion3,12,17,1.8449275362318813
Estacion3,12,18,1.4042780748663102
Estacion3,12,19,1.2190600522193205
Estacion3,12,20,1.0718050065876175
Estacion3,12,21,0.9197350993377474
Estacion3,12,22,0.8454794520547947
Estacion3,12,23,0.7404825737265415
Estacion4,1,0,3.2433392539964503
Estacion4,1,1,3.2940754039497295
Estacion4,1,2,3.4095296273671276
Estacion4,1,3,3.4528510116492894
Estacion4,1,4,3.779866585809577
Estacion4,1,5,4.068924798011182
Estacion4,1,6,4.276918392204624
Estacion4,1,7,4.452336448598133
Estacion4,1,8,4.0358662613981755
Estacion4,1,9,3.77645278450363
Estacion4,1,10,3.4014084507042215
Estacion4,1,11,3.261771700356716
Estacion4,1,12,3.2083983203359376
Estacion4,1,13,3.2283018867924502
Estacion4,1,14,3.1770286396181406
Estacion4,1,15,2.9689296636085682
Estacion4,1,16,2.7658844765342954
Estacion4,1,17,2.49369314736204
Estacion4,1,18,2.436433649289099
Estacion4,1,19,2.5041431261770235
Estacion4,1,20,2.6957594936708866
Estacion4,1,21,2.9236057068741923
Estacion4,1,22,3.073444239063467
Estacion4,1,23,3.198838630806847
Estacion4,2,0,3.3706500328299414
Estacion4,2,1,3.59027498323273
Estacion4,2,2,3.5022606382978747
Estacion4,2,3,3.6500000000000017
Estacion4,2,4,3.7465659340659383
Estacion4,2,5,4.020443520443522
Estacion4,2,6,4.133174061433457
Estacion4,2,7,4.239930069930071
Estacion4,2,8,4.1907263294422865
Estacion4,2,9,3.799999999999998
Estacion4,2,10,3.510543130990422
Estacion4,2,11,3.397920858484242
Estacion4,2,12,3.3528191834089434
Estacion4,2,13,3.396298788694481
Estacion4,2,14,3.3159309021113246
Estacion4,2,15,3.188584474885847
Estacion4,2,16,3.043517915309452
Estacion4,2,17,2.8368836291913238
Estacion4,2,18,2.577887139107613
Estacion4,2,19,2.6420798898071625
Estacion4,2,20,2.567179846046191
Estacion4,2,21,2.910793871866297
Estacion4,2,22,2.9261758691206587
Estacion4,2,23,3.180917060013486
Estacion4,3,0,2.6924277456647383
Estacion4,3,1,2.5844586728754373
Estacion4,3,2,2.737719298245613
Estacion4,3,3,3.0883254716981057
Estacion4,3,4,3.239034322280402
Estacion4,3,5,3.472700471698108
Estacion4,3,6,3.5897836538461547
Estacion4,3,7,3.6870538415002985
Estacion4,3,8,3.359579439252342
Estacion4,3,9,3.2286390532544376
Estacion4,3,10,3.0245950809838082
Estacion4,3,11,3.048783382789312
Estacion4,3,12,3.0196987951807217
Estacion4,3,13,2.9496987951807214
Estacion4,3,14,2.918995098039218
Estacion4,3,15,2.7679950950337275
Estacion4,3,16,2.5661473936488957
Estacion4,3,17,2.3155434122647276
Estacion4,3,18,2.1667684789248622
Estacion4,3,19,2.1388182973316407
Estacion4,3,20,2.1440179142674354
Estacion4,3,21,2.4362703681351876
Estacion4,3,22,2.6220701963117214
Estacion4,3,23,2.6051601423487574
Estacion4,4,0,2.553974895397491
Estacion4,4,1,2.6603508771929825
Estacion4,4,2,2.576912080057185
Estacion4,4,3,2.7465753424657535
Estacion4,4,4,3.0312861271676295
Estacion4,4,5,3.001730353280458
Estacion4,4,6,3.010042735042736
Estacion4,4,7,3.207218683651808
Estacion4,4,8,3.03920736022647
Estacion4,4,9,2.9464111498257854
Estacion4,4,10,2.9263464337700147
Estacion4,4,11,2.7327574291637835
Estacion4,4,12,2.655323741007195
Estacion4,4,13,2.6685010861694405
Estacion4,4,14,2.5468335787923424
Estacion4,4,15,2.4217238962859176
Estacion4,4,16,2.3355067328136077
Estacion4,4,17,2.1536812008577564
Estacion4,4,18,2.0117388114453414
Estacion4,4,19,2.184025787965621
Estacion4,4,20,2.4055350553505557
Estacion4,4,21,2.546074834922963
Estacion4,4,22,2.574018558172734
Estacion4,4,23,2.456478167501794
Estacion4,5,0,3.5464506172839503
Estacion4,5,1,3.603969465648852
Estacion4,5,2,3.6440251572327056
Estacion4,5,3,3.88412698412699
Estacion4,5,4,4.099999999999995
Estacion4,5,5,4.315513126491649
Estacion4,5,6,4.327330677290839
Estacion4,5,7,4.571014492753628
Estacion4,5,8,4.280031323414253
Estacion4,5,9,3.941279999999998
Estacion4,5,10,3.657314148681058
Estacion4,5,11,3.386672117743262
Estacion4,5,12,2.9641087130295767
Estacion4,5,13,2.8090404440919894
Estacion4,5,14,2.8452076677316303
Estacion4,5,15,2.6684129429892116
Estacion4,5,16,2.6624042879019933
Estacion4,5,17,2.6365835222978076
Estacion4,5,18,2.730618401206633
Estacion4,5,19,3.1129977460556026
Estacion4,5,20,3.2168332052267434
Estacion4,5,21,3.3891187739463637
Estacion4,5,22,3.4797683397683383
Estacion4,5,23,3.543966179861645
Estacion4,6,0,4.822731439046741
Estacion4,6,1,4.847064393939405
Estacion4,6,2,5.091690821256037
Estacion4,6,3,5.406781376518217
Estacion4,6,4,5.624926398429831
Estacion4,6,5,5.846906187624745
Estacion4,6,6,5.920821114369506
Estacion4,6,7,5.890773809523812
Estacion4,6,8,5.754545454545461
Estacion4,6,9,5.482980769230762
Estacion4,6,10,5.030950141110064
Estacion4,6,11,4.51327683615819
Estacion4,6,12,4.029075309818878
Estacion4,6,13,3.5140581068416092
Estacion4,6,14,3.354596100278549
Estacion4,6,15,3.404230423042308
Estacion4,6,16,3.522976744186048
Estacion4,6,17,3.7267921146953458
Estacion4,6,18,4.163452708907252
Estacion4,6,19,4.383572710951523
Estacion4,6,20,4.745437441204141
Estacion4,6,21,4.914424778761066
Estacion4,6,22,5.186794171220406
Estacion4,6,23,5.1474114441416825
Estacion4,7,0,5.250328407224958
Estacion4,7,1,5.130781627719585
Estacion4,7,2,5.0634768740031895
Estacion4,7,3,5.317391304347824
Estacion4,7,4,5.62064676616916
Estacion4,7,5,5.91957264957265
Estacion4,7,6,6.305355575065851
Estacion4,7,7,6.201261564339787
Estacion4,7,8,5.966612377850163
Estacion4,7,9,5.524084177708498
Estacion4,7,10,5.088470233609645
Estacion4,7,11,4.407040121120362
Estacion4,7,12,3.9836750189825305
Estacion4,7,13,3.621205007824724
Estacion4,7,14,3.6501149425287402
Estacion4,7,15,3.4207703927492448
Estacion4,7,16,3.566495976591075
Estacion4,7,17,3.7641825095057015
Estacion4,7,18,4.07642466822795
Estacion4,7,19,4.387628865979378
Estacion4,7,20,4.670222929936301
Estacion4,7,21,4.909425287356329
Estacion4,7,22,5.1424905660377345
Estacion4,7,23,5.116653258246185
Estacion4,8,0,4.307723855092281
Estacion4,8,1,4.371293161814486
Estacion4,8,2,4.537321549966009
Estacion4,8,3,4.5552413793103455
Estacion4,8,4,4.875786593707256
Estacion4,8,5,5.213064628214046
Estacion4,8,6,5.4340584636301905
Estacion4,8,7,5.438949522510248
Estacion4,8,8,5.113730569948198
Estacion4,8,9,4.835327816677275
Estacion4,8,10,4.213200257566
Estacion4,8,11,3.7733376371852834
Estacion4,8,12,3.4102681491170714
Estacion4,8,13,3.0385919165580195
Estacion4,8,14,2.9270270270270315
Estacion4,8,15,2.892063492063495
Estacion4,8,16,2.995353403141362
Estacion4,8,17,3.2540823447313323
Estacion4,8,18,3.4046435578809744
Estacion4,8,19,3.778571428571429
Estacion4,8,20,4.035422163588393
Estacion4,8,21,4.336554054054056
Estacion4,8,22,4.515959595959595
Estacion4,8,23,4.455761316872427
Estacion4,9,0,4.4194348725017205
Estacion4,9,1,4.609223300970872
Estacion4,9,2,4.584413793103453
Estacion4,9,3,4.776005645730418
Estacion4,9,4,4.95425756509501
Estacion4,9,5,5.177078651685396
Estacion4,9,6,5.394083694083694
Estacion4,9,7,5.090208783297339
Estacion4,9,8,4.959173669467789
Estacion4,9,9,4.613685636856373
Estacion4,9,10,4.048737201365191
Estacion4,9,11,3.511402902557019
Estacion4,9,12,3.2368965517241373
Estacion4,9,13,2.9084397163120586
Estacion4,9,14,2.730817610062892
Estacion4,9,15,2.7149721448468
Estacion4,9,16,2.6417317246273933
Estacion4,9,17,2.8856603773584935
Estacion4,9,18,3.019217330538085
Estacion4,9,19,3.3448106591865376
Estacion4,9,20,3.8180843459613976
Estacion4,9,21,4.159026798307474
Estacion4,9,22,4.278853046594984
Estacion4,9,23,4.316524216524217
Estacion4,10,0,2.9266980497646244
Estacion4,10,1,2.8839679358717443
Estacion4,10,2,3.057123565158677
Estacion4,10,3,3.32613390928726
Estacion4,10,4,3.4476557032890134
Estacion4,10,5,3.512561060711797
Estacion4,10,6,3.5630069930069994
Estacion4,10,7,3.440331491712707
Estacion4,10,8,3.249415807560139
Estacion4,10,9,3.064841688654358
Estacion4,10,10,2.968403015764216
Estacion4,10,11,2.8483479433580565
Estacion4,10,12,2.7012552301255215
Estacion4,10,13,2.5171208944793877
Estacion4,10,14,2.449209770114947
Estacion4,10,15,2.3778231292516967
Estacion4,10,16,2.294893617021276
Estacion4,10,17,2.2086013986013975
Estacion4,10,18,2.237457741717377
Estacion4,10,19,2.4681486880466466
Estacion4,10,20,2.7052480230050366
Estacion4,10,21,2.8636023916293
Estacion4,10,22,2.9260235947258852
Estacion4,10,23,2.9840972222222244
Estacion4,11,0,3.0040983606557354
Estacion4,11,1,2.8587257617728574
Estacion4,11,2,2.92459239130435
Estacion4,11,3,3.0253155680224424
Estacion4,11,4,3.1180430256766156
Estacion4,11,5,3.189342560553637
Estacion4,11,6,3.538747419132833
Estacion4,11,7,3.517826086956524
Estacion4,11,8,3.2324621733149974
Estacion4,11,9,2.964809782608695
Estacion4,11,10,3.0192307692307687
Estacion4,11,11,2.7985116938341585
Estacion4,11,12,2.630413105413105
Estacion4,11,13,2.5521679284239505
Estacion4,11,14,2.3507526881720455
Estacion4,11,15,2.3524347212420618
Estacion4,11,16,2.189887640449439
Estacion4,11,17,2.1039094650205747
Estacion4,11,18,2.0841850828729243
Estacion4,11,19,2.3189948263118962
Estacion4,11,20,2.457963246554363
Estacion4,11,21,2.9488272921108774
Estacion4,11,22,2.8808283233132967
Estacion4,11,23,2.797961956521738
Estacion4,12,0,3.8241610738254996
Estacion4,12,1,3.7447417548226483
Estacion4,12,2,3.8916201117318496
Estacion4,12,3,3.99193245778612
Estacion4,12,4,4.33863636363637
Estacion4,12,5,4.654695431472085
Estacion4,12,6,4.639606396063962
Estacion4,12,7,4.75896168108777
Estacion4,12,8,4.5770388958594745
Estacion4,12,9,4.2094247246022025
Estacion4,12,10,3.695555555555559
Estacion4,12,11,3.484821986258592
Estacion4,12,12,3.1870662460567805
Estacion4,12,13,3.1169799498746844
Estacion4,12,14,3.01582069874753
Estacion4,12,15,2.847705235940533
Estacion4,12,16,2.7080686149936524
Estacion4,12,17,2.555917345021914
Estacion4,12,18,2.648061538461537
Estacion4,12,19,3.0254533678756523
Estacion4,12,20,3.340891719745226
Estacion4,12,21,3.723126614987081
Estacion4,12,22,3.62677070828331
Estacion4,12,23,3.800123304562267
